,Unnamed: 0,Sector,Sub Sector,Organization,Operation,Operation Type,Address,City,Postal Code,GHG Emissions (kg),Energy Intensity (eWh/HDD/sq. ft),Energy Intensity (ekWh/ML),Year
31,31,Post-Secondary Educational Institution,University,Laurentian University,Single Student Residence,student residences,935 Ramsey Lake Road,Sudbury,P3E 2C6,1744405.6063941452,22.847501975220037,,2011
32,32,Post-Secondary Educational Institution,University,Laurentian University,West Residence,student residences,935 Ramsey Lake Road,Sudbury,P3E 2C6,755874.6705564244,12.635375950499524,,2011
33,33,Post-Secondary Educational Institution,University,Laurentian University,Living with Lakes,classrooms and related facilities,945 Ramsey Lake Road,Sudbury,P3E 2C6,34686.552,3.107857882577785,,2011
34,34,Post-Secondary Educational Institution,College,Confederation College,Aviation Centre of Excellence (ACE),classrooms and related facilities,2003 Derek Burney Drive,Thunder Bay,P7K 1A5,190301.696106,4.805256886298198,,2011
35,35,Post-Secondary Educational Institution,College,Confederation College,Conmee Building,classrooms and related facilities,2100 Nipigon Road,Thunder Bay,P7C 4W1,14706.0,5.989287587356873,,2011
36,36,Post-Secondary Educational Institution,College,Confederation College,Dorion Building,classrooms and related facilities,1901 Sibley Drive,Thunder Bay,P7C 4W1,136002.830499,2.4995125081500102,,2011
37,37,Post-Secondary Educational Institution,College,Confederation College,McIntyre Building,classrooms and related facilities,950 William Street,Thunder Bay,P7C 4W1,108071.552976,2.1576757455676345,,2011
38,38,Post-Secondary Educational Institution,College,Confederation College,Natural Resource Centre,administrative offices and related facilities,2400 Nipigon Road,Thunder Bay,P7C 4W1,19468.88124,6.469629967179173,,2011
39,39,Post-Secondary Educational Institution,College,Confederation College,Neebing Building,student recreational facilities and athletic facilities,1001 Emo Drive,Thunder Bay,P7C 4W1,223897.488381,4.706955767706477,,2011
40,40,Post-Secondary Educational Institution,College,Confederation College,Shuniah Building,classrooms and related facilities,1450 Nakina Drive,Thunder Bay,P7C 4W1,1452745.5779670002,5.492743271123118,,2011
41,41,Post-Secondary Educational Institution,College,Confederation College,Sibley Hall (Residence),student residences,960 William Street,Thunder Bay,P7C 4W1,314969.865723,5.442941785819059,,2011
42,42,Post-Secondary Educational Institution,College,Confederation College,Lake of the Woods,classrooms and related facilities,900 Golf Course Road,Kenora,P9N 3X7,45859.875123000005,3.9779224561830153,,2011
43,43,Post-Secondary Educational Institution,University,University of Western Ontario,Althouse College,administrative offices and related facilities,1137 Western Road,London,N6G 1G7,87289.15635521896,5.380134978410987,,2011
44,44,Post-Secondary Educational Institution,University,University of Western Ontario,Althouse College,classrooms and related facilities,1137 Western Road,London,N6G 1G7,90395.70971624894,7.558857040888522,,2011
45,45,Post-Secondary Educational Institution,University,University of Western Ontario,Althouse College,laboratories,1137 Western Road,London,N6G 1G7,127026.416729202,10.404520185493922,,2011
46,46,Post-Secondary Educational Institution,University,University of Western Ontario,Althouse College,student recreational facilities and athletic facilities,1137 Western Road,London,N6G 1G7,45644.05745167857,9.80424928114894,,2011
47,47,Post-Secondary Educational Institution,University,University of Western Ontario,Althouse College,library,1137 Western Road,London,N6G 1G7,32571.263103802536,6.758479881475237,,2011
48,48,Post-Secondary Educational Institution,University,University of Western Ontario,Advanced Facility for Avian Research,administrative offices and related facilities,291 Windermere Road,London,N6G 2J9,6084.914011481357,12.167552179489585,,2011
49,49,Post-Secondary Educational Institution,University,University of Western Ontario,Advanced Facility for Avian Research,laboratories,291 Windermere Road,London,N6G 2J9,165638.8849054251,35.39643671074235,,2011
50,50,Post-Secondary Educational Institution,University,University of Western Ontario,Ausable Hall Residence,student residences,275 Windermere Road,London,N6G 2J7,175522.3419612869,7.90414430285894,,2011
51,51,Post-Secondary Educational Institution,University,University of Western Ontario,Bayfield Hall Residence,student residences,281 Windermere Road,London,N6G 2J7,692915.9239808915,6.591722277598884,,2011
52,52,Post-Secondary Educational Institution,University,University of Western Ontario,Beaver Hall Residence,student residences,283 Windermere Road,London,N6G 2J7,193199.7091772352,7.167437885197423,,2011
53,53,Post-Secondary Educational Institution,University,University of Western Ontario,Bank Of Montreal,administrative offices and related facilities,1163 Richmond Street,London,N6A 3K6,9565.515475477,6.395480947202602,,2011
54,54,Post-Secondary Educational Institution,University,University of Western Ontario,Elborn College,administrative offices and related facilities,1201 Western Road,London,N6G 1H1,94401.08300914503,6.002755309997505,,2011
55,55,Post-Secondary Educational Institution,University,University of Western Ontario,Elborn College,classrooms and related facilities,1201 Western Road,London,N6G 1H1,67543.13757600609,8.43361168851321,,2011
56,56,Post-Secondary Educational Institution,University,University of Western Ontario,Elborn College,laboratories,1201 Western Road,London,N6G 1H1,185336.5625432016,11.608591427922878,,2011
57,57,Post-Secondary Educational Institution,University,University of Western Ontario,Elborn College,student recreational facilities and athletic facilities,1201 Western Road,London,N6G 1H1,20710.824453979352,10.93885370332063,,2011
58,58,Post-Secondary Educational Institution,University,University of Western Ontario,Elborn College,library,1201 Western Road,London,N6G 1H1,56238.984031691325,7.540610255845097,,2011
59,59,Post-Secondary Educational Institution,University,University of Western Ontario,Essex Hall Residence,student residences,1200 Western Road,London,N6G 5E3,480373.9665614775,6.30829836505084,,2011
60,60,Post-Secondary Educational Institution,University,University of Western Ontario,Essex Hall Residence,student recreational facilities and athletic facilities,1200 Western Road,London,N6G 5E3,26180.53619455793,8.279611290539886,,2011
61,61,Post-Secondary Educational Institution,University,University of Western Ontario,Graphics Building,administrative offices and related facilities,291 Windermere Road,London,N6G 2J9,45941.69114264383,7.60245416331126,,2011
62,62,Post-Secondary Educational Institution,University,University of Western Ontario,Richard Ivey School of Business,administrative offices and related facilities,1255 Western Road,London,Not yet assigned,27920.965588880663,6.101762854052741,,2011
63,63,Post-Secondary Educational Institution,University,University of Western Ontario,Richard Ivey School of Business,classrooms and related facilities,1255 Western Road,London,Not yet assigned,162474.27500097713,8.572713007436654,,2011
64,64,Post-Secondary Educational Institution,University,University of Western Ontario,Richard Ivey School of Business,student recreational facilities and athletic facilities,1255 Western Road,London,Not yet assigned,149954.86415239976,11.119275690227504,,2011
65,65,Post-Secondary Educational Institution,University,University of Western Ontario,Lambton Hall Residence,student residences,1421 Western Road,London,N6G 4W4,328268.10475806805,5.116571438121773,,2011
66,66,Post-Secondary Educational Institution,University,University of Western Ontario,London Hall Residence,administrative offices and related facilities,1140 Western Road,London,N6G 0A3,2046.4122990405,5.7635101413458765,,2011
67,67,Post-Secondary Educational Institution,University,University of Western Ontario,London Hall Residence,student residences,1140 Western Road,London,N6G 0A3,514204.7876905531,8.002220481983226,,2011
68,68,Post-Secondary Educational Institution,University,University of Western Ontario,London Hall Residence,student recreational facilities and athletic facilities,1140 Western Road,London,N6G 0A3,6454.0178824918985,10.502875929122904,,2011
69,69,Post-Secondary Educational Institution,University,University of Western Ontario,Perth Hall Residence,student residences,1125 Western Road,London,N6G 5K8,470273.2177848463,9.564810761729206,,2011
70,70,Post-Secondary Educational Institution,University,University of Western Ontario,Perth Hall Residence,student recreational facilities and athletic facilities,1125 Western Road,London,N6G 5K8,47780.2540008312,12.553768162494336,,2011
71,71,Post-Secondary Educational Institution,University,University of Western Ontario,Platts Lane Estates - Apartments,student residences,"536 Platt's Lane, London",London,N6G 3A8,322244.6010810676,4.099543232878038,,2011
72,72,Post-Secondary Educational Institution,University,University of Western Ontario,Robarts Research Institute,administrative offices and related facilities,"100 Perth Drive, London",London,N6A 5K8,156707.37361997584,7.522904270471548,,2011
73,73,Post-Secondary Educational Institution,University,University of Western Ontario,Robarts Research Institute,laboratories,"100 Perth Drive, London",London,N6A 5K8,519182.3496098976,22.29256791991956,,2011
74,74,Post-Secondary Educational Institution,University,University of Western Ontario,Robarts Research Institute,student recreational facilities and athletic facilities,"100 Perth Drive, London",London,N6A 5K8,975.4993317257184,13.70902945003747,,2011
75,75,Post-Secondary Educational Institution,University,University of Western Ontario,Siebens Drake Research Institute,administrative offices and related facilities,1400 Western Road,London,N6G 2V4,27288.39347155067,5.775729364049311,,2011
76,76,Post-Secondary Educational Institution,University,University of Western Ontario,Siebens Drake Research Institute,laboratories,1400 Western Road,London,N6G 2V4,209281.09571236544,17.319024257651783,,2011
77,77,Post-Secondary Educational Institution,University,University of Western Ontario,Saugeen-Matiland Hall Residence,administrative offices and related facilities,289 Windermere Road,London,N6G 2J8,2941.782118330029,6.520350635014446,,2011
78,78,Post-Secondary Educational Institution,University,University of Western Ontario,Saugeen-Matiland Hall Residence,student residences,289 Windermere Road,London,N6G 2J8,925816.4472416504,9.053039228111892,,2011
79,79,Post-Secondary Educational Institution,University,University of Western Ontario,Saugeen-Matiland Hall Residence,student recreational facilities and athletic facilities,289 Windermere Road,London,N6G 2J8,104212.05507682366,11.882070483863597,,2011
80,80,Post-Secondary Educational Institution,University,University of Western Ontario,Spencer Hall,administrative offices and related facilities,551 Windermere Road,London,N6A 4B6,81254.33376038172,7.333985911622223,,2011
81,81,Post-Secondary Educational Institution,University,University of Western Ontario,Spencer Hall,classrooms and related facilities,551 Windermere Road,London,N6A 4B6,50774.53789201492,10.303933129613778,,2011
82,82,Post-Secondary Educational Institution,University,University of Western Ontario,Spencer Hall,student recreational facilities and athletic facilities,551 Windermere Road,London,N6A 4B6,59820.11063685737,13.364762480962002,,2011
83,83,Post-Secondary Educational Institution,University,University of Western Ontario,Support Services Building,administrative offices and related facilities,1393 Western Road,London,N6G 1G9,345137.47934498044,9.303473358392758,,2011
84,84,Post-Secondary Educational Institution,University,University of Western Ontario,Support Services Building,student recreational facilities and athletic facilities,1393 Western Road,London,N6G 1G9,9106.092336571828,16.95377018461904,,2011
85,85,Post-Secondary Educational Institution,University,University of Western Ontario,TD Waterhouse Stadium,administrative offices and related facilities,100 Phillip Aziz,London,N6G 1G8,6102.999503809294,2.850076199833043,,2011
86,86,Post-Secondary Educational Institution,University,University of Western Ontario,TD Waterhouse Stadium,student recreational facilities and athletic facilities,100 Phillip Aziz,London,N6G 1G8,54637.35857618624,5.1937093856492105,,2011
87,87,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Hall,administrative offices and related facilities,361 Windermere Road,London,N6A 3K7,150175.92280976873,8.795525949854037,,2011
88,88,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Hall,classrooms and related facilities,361 Windermere Road,London,N6A 3K7,6614.470216804029,12.35733369537279,,2011
89,89,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Hall,laboratories,361 Windermere Road,London,N6A 3K7,89596.20738454824,17.009466798604386,,2011
90,90,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Hall,student recreational facilities and athletic facilities,361 Windermere Road,London,N6A 3K7,2281.7906732722213,16.02813485483444,,2011
91,91,Post-Secondary Educational Institution,University,University of Western Ontario,Environmental Sciences Western / ICFAR,administrative offices and related facilities,22312 Wonderland Rd. North RR#3,Ilderton,N0M 2A0,11759.2974259997,3.2131359708041365,,2011
92,92,Post-Secondary Educational Institution,University,University of Western Ontario,Environmental Sciences Western / ICFAR,laboratories,22312 Wonderland Rd. North RR#3,Ilderton,N0M 2A0,81144.10151442773,9.347283854290332,,2011
93,93,Post-Secondary Educational Institution,University,University of Western Ontario,Museum of Ontario Archaeology,administrative offices and related facilities,1600 Attawandaron Road,London,N6G 3M6,5556.239037273826,3.3590969379729496,,2011
94,94,Post-Secondary Educational Institution,University,University of Western Ontario,Museum of Ontario Archaeology,classrooms and related facilities,1600 Attawandaron Road,London,N6G 3M6,55830.27876233846,4.719385971264818,,2011
95,95,Post-Secondary Educational Institution,University,University of Western Ontario,Insurance Research Lab for Better Homes,administrative offices and related facilities,1961 Otter Place,London,N5V 0A3,211.7671146774665,1.7239235737736058,,2011
96,96,Post-Secondary Educational Institution,University,University of Western Ontario,Insurance Research Lab for Better Homes,laboratories,1961 Otter Place,London,N5V 0A3,5965.92626550737,3.3338564196680984,,2011
97,97,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Site 357,administrative offices and related facilities,357 Windermere Rd,London,N6G 2K3,419.09004885419495,1.37523325748839,,2011
98,98,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Site 357,laboratories,357 Windermere Rd,London,N6G 2K3,755.1890732900156,2.659532191828779,,2011
99,99,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Site 363,administrative offices and related facilities,363 Windermere Rd,London,N6G 2K3,1124.86235947235,2.207183384182556,,2011
100,100,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Site 363,laboratories,363 Windermere Rd,London,N6G 2K3,889.1293658698753,4.268421549199989,,2011
101,101,Post-Secondary Educational Institution,University,University of Western Ontario,Westminster Site 367,administrative offices and related facilities,367 Windermere Rd,London,N6G 2K3,2218.974707804241,2.9754248972637223,,2011
102,102,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,administrative offices and related facilities,1151 Richmond St,London,N6A 3K7,4386346.896504686,9.99388496186756,,2011
103,103,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,classrooms and related facilities,1151 Richmond St,London,N6A 3K7,2826494.9255641666,15.351587088083647,,2011
104,104,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,laboratories,1151 Richmond St,London,N6A 3K7,12895692.97173007,30.27179299738108,,2011
105,105,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,student residences,1151 Richmond St,London,N6A 3K7,2858700.042690112,13.718302334449056,,2011
106,106,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,student recreational facilities and athletic facilities,1151 Richmond St,London,N6A 3K7,4105544.806813626,19.16233631709901,,2011
107,107,Post-Secondary Educational Institution,University,University of Western Ontario,Central Campus,library,1151 Richmond St,London,N6A 3K7,2003413.801667744,12.414228533025618,,2011
108,108,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #1 Newfoundland House,student residences,1 Residence Circle,Peterborough,K9J 7B1,115748.828826,9.45656369048502,,2011
109,109,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #2 Atlanitc House,student residences,2 Residence Circle,Peterborough,K9J 7B1,94863.297024,7.729099006461221,,2011
110,110,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #3 Eastern House,student residences,3 Residence Circle,Peterborough,K9J 7B1,89898.050571,7.301347478641649,,2011
111,111,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #4 Central House,student residences,4 Residence Circle,Peterborough,K9J 7B1,94029.174387,7.49531093222526,,2011
112,112,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #5 Mountain House,student residences,5 Residence Circle,Peterborough,K9J 7B1,98372.668137,7.787350441366672,,2011
113,113,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Residence Building #6 Pacfic House,student residences,6 Residence Circle,Peterborough,K9J 7B1,93736.722804,7.470632040936442,,2011
114,114,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Residence Building #1,student residences,1 Auk Trail,Lindsay,K9V 5E6,90294.8821254578,8.00086640305907,,2011
115,115,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Residence Building #2,student residences,1 Auk Trail,Lindsay,K9V 5E6,93340.6822224578,8.210152650244014,,2011
116,116,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Musem Portable,classrooms and related facilities,300 Hunter St E Portable,Peterborough,K9J 7B1,3280.71252,4.439712360027596,,2011
117,117,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Drive Shed,administrative offices and related facilities,599 Brealey Drive,Peterborough,K9J 7B1,21239.9648399172,5.505745018875577,,2011
118,118,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Farmhouse,administrative offices and related facilities,500 Dobbin Rd,Peterborough,K9J 7B1,10352.9605770828,6.968180635372363,,2011
119,119,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost FieldHouse,student recreational facilities and athletic facilities,135 Adelaide St S,Lindsay,K9V 5E6,49931.759214000005,4.6889523387205925,,2011
120,120,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Farmhouse,administrative offices and related facilities,238 Angeline St S,Lindsay,K9V 5E6,6510.87756,1.6897164949325103,,2011
121,121,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Main Campus,administrative offices and related facilities,599 Brealey Drive,Peterborough,K9J 7B1,543971.5943715398,17.359609502387066,,2011
122,122,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Main Campus,classrooms and related facilities,599 Brealey Drive,Peterborough,K9J 7B1,985177.3570160156,17.359609502387062,,2011
123,123,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Main Campus,administrative offices and related facilities,599 Brealey Drive,Peterborough,K9J 7B1,457386.6196303481,17.359609502387045,,2011
124,124,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Sutherland Main Campus,library,599 Brealey Drive,Peterborough,K9J 7B1,169841.0321290954,17.359609502387073,,2011
125,125,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Main Campus,administrative offices and related facilities,200 Albert St S,Lindsay,K9V 5E6,165445.25724913395,7.94545557860864,,2011
126,126,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Main Campus,classrooms and related facilities,200 Albert St S,Lindsay,K9V 5E6,310481.81776195345,7.945455578608645,,2011
127,127,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Main Campus,laboratories,200 Albert St S,Lindsay,K9V 5E6,221488.77454601895,7.945455578608645,,2011
128,128,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Main Campus,library,200 Albert St S,Lindsay,K9V 5E6,58989.56456969475,7.945455578608636,,2011
129,129,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Heavy Equipment,administrative offices and related facilities,200 Albert St S,Lindsay,K9V 5E6,4146.824548370373,7.697980806034353,,2011
130,130,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Heavy Equipment,classrooms and related facilities,200 Albert St S,Lindsay,K9V 5E6,14238.382223785204,7.697980806034353,,2011
131,131,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Heavy Equipment,laboratories,200 Albert St S,Lindsay,K9V 5E6,83116.50135013186,7.697980806034355,,2011
132,132,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost NR Law & Arboriculture,administrative offices and related facilities,200 Albert St S,Lindsay,K9V 5E6,3587.0210842497,7.640729066117752,,2011
133,133,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost NR Law & Arboriculture,classrooms and related facilities,200 Albert St S,Lindsay,K9V 5E6,12848.057338130757,7.64072906611776,,2011
134,134,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost NR Law & Arboriculture,laboratories,200 Albert St S,Lindsay,K9V 5E6,16739.431726498624,7.640729066117761,,2011
135,135,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Parnham RDB Training Centre,administrative offices and related facilities,200 Albert St S,Lindsay,K9V 5E6,4170.692690946644,9.528978614473564,,2011
136,136,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Parnham RDB Training Centre,classrooms and related facilities,200 Albert St S,Lindsay,K9V 5E6,33515.111196489976,9.52897861447359,,2011
137,137,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Parnham RDB Training Centre,laboratories,200 Albert St S,Lindsay,K9V 5E6,37944.67446825401,9.528978614473598,,2011
138,138,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Frost Facilities Shop,administrative offices and related facilities,200 Albert St S,Lindsay,K9V 5E6,7416.686245426327,7.02243778778402,,2011
139,139,Post-Secondary Educational Institution,College,Sir Sandford Fleming,McRae Campus,administrative offices and related facilities,555 Bonaccod St,Peterborough,K9J 7B1,66437.09410696028,17.57326862133049,,2011
140,140,Post-Secondary Educational Institution,College,Sir Sandford Fleming,McRae Campus,classrooms and related facilities,555 Bonaccod St,Peterborough,K9J 7B1,151232.97782107035,17.573268621330477,,2011
141,141,Post-Secondary Educational Institution,College,Sir Sandford Fleming,McRae Campus,laboratories,555 Bonaccod St,Peterborough,K9J 7B1,176874.7402209694,17.573268621330495,,2011
142,142,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Haliburton Main Campus,administrative offices and related facilities,297 College Dr,Haliburton,K0M 1S0,33566.58328979132,9.88904538363,,2011
143,143,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Haliburton Main Campus,classrooms and related facilities,297 College Dr,Haliburton,K0M 1S0,96046.95614603668,9.88904538363001,,2011
144,144,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Haliburton Main Campus,laboratories,297 College Dr,Haliburton,K0M 1S0,58351.941600141145,9.889045383630004,,2011
145,145,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Haliburton Main Campus,library,297 College Dr,Haliburton,K0M 1S0,3338.194861823032,9.88904538363,,2011
146,146,Post-Secondary Educational Institution,College,Sir Sandford Fleming,Haliburton Blacksmith,laboratories,149 MALLARD RD,Haliburton,K0M 1S0,56722.14596238232,7.323302998852889,,2011
147,147,Post-Secondary Educational Institution,University,Wilfrid Laurier University,Laurier University - Brantford Campus,classrooms and related facilities,73 George Street,Brantford,N3T 2Y3,705341.199183,4.013567289567249,,2011
148,148,Post-Secondary Educational Institution,University,Wilfrid Laurier University,Laurier University - Kitchener Campus,classrooms and related facilities,120 Duke Street West,Kitchener,N2H 3W8,83646.13949100001,5.4296534297643495,,2011
149,149,Post-Secondary Educational Institution,University,Wilfrid Laurier University,Laurier University - Waterloo Campus,classrooms and related facilities,75 University Avenue,Waterloo,N2L 3C5,9775137.097188,6.645372303484406,,2011
150,150,Post-Secondary Educational Institution,College,Loyalist College,Kente Building,administrative offices and related facilities,376 Wallbridge-Loyalist Rd,Belleville,K8N 5B9,528326.46315582,5.935627262230675,,2011
151,151,Post-Secondary Educational Institution,College,Loyalist College,Kente Building,classrooms and related facilities,376 Wallbridge-Loyalist Rd,Belleville,K8N 5B9,377376.0696213,6.371702630400162,,2011
